file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
01101bc859e2a3caead926ad9781b96ccf1e55eb.cl,entry,17,29,1,0,0,0,0,17
01146ebbf2872d416b56ad5b102a6341458f26ed.cl,entry,7,19,1,0,0,0,0,7
0114a1031fcc8cfaa80782f368f33a71e4ed3dda.cl,entry,7,0,1,0,0,0,0,7
01150c0899a2f4ef5649fd98dea0ddb7af5a1b73.cl,entry,7,19,1,0,0,0,0,7
01162c3c434ee8544788ce46fdaa3d9d348e51c4.cl,entry,7,1,1,0,0,0,0,7
01174d519776007939f84f8c0cd1f4d73278d924.cl,entry,405,554,1,0,0,0,0,405
011ab4ded727440a14adfe84aa730fe7f438cfcc.cl,entry,11,30,1,0,0,0,0,11
011c33ecf47d756831bfcea36e16e2f3614d9f91.cl,entry,42,99,1,0,0,0,0,42
011c58744adc4f95755b7fcaeacfa29744bc5952.cl,entry,12,12,1,0,0,0,0,12
011d1a056800b26394b3e9949a722c6e065752e7.cl,entry,92,119,1,0,0,0,0,92
011e02e9fd4ecb122bba335a3b862795a17a1955.cl,entry,43,70,1,0,0,0,0,43
011ea0c9fff31d00859ffc380d83827ae7f34679.cl,entry,44,75,1,0,0,0,0,44
0120ab64898aae85cc3dac292d094bd49496662d.cl,entry,12,42,1,0,0,0,0,12
0121aec767c89b850d4513baac2d682b315c2139.cl,entry,110,122,1,0,0,0,0,110
01225ad417ab5c001f0191a744f143fb62d43853.cl,entry,7,0,1,0,0,0,0,7
0123ddc9ec942640657fcde62e2e71aafb9bf160.cl,entry,7,0,1,0,0,0,0,7
0123e661352c8809ed64d62c87f7179278978af9.cl,entry,77,90,1,0,0,0,0,77
0125023bc758c2662ce7804fe417c2f9a6b8ec9f.cl,entry,8,37,1,0,0,0,0,8
01279dd14492e49ca16e2656be708674c15e6e86.cl,entry,11,23,1,0,0,0,0,11
0127ff88efb82234b319d7e51b9e76cb8c257b15.cl,entry,129,197,1,0,0,0,0,129
0129bf50bb67410c3be94d6b199718eec41f0d4f.cl,entry,183,277,1,0,0,0,0,183
012a56a3c52c10e4348294e6d181fd5b457b4f1d.cl,entry,191,295,1,0,0,0,0,191
