file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-280c7c15648c5c585b83d82da01dd86484c2d60c.cl,A,1,1,3,0,3,0,1,0.333
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-99105588658861fe8c53e9910a86e0fc6f8b75bb.cl,A,0,1,3,0,3,0,1,0
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-de0a58c03e4a2d2b93d0854f28e26bfbcc1f3381.cl,A,2,2,2,0,2,0,1,1
https-api-github-com-repos-BillTheBest-load-balancer-git-blobs-e2cf206e337ca63cb78e5375cb468ebcf70ce764.cl,A,6,4,9,6,1,0,0.111,0.667
https-api-github-com-repos-BitSlapper-SKMiner-git-blobs-61e518c11cf73ced2e616cdb04b9c02275f68237.cl,B,1172,8,21,0,21,0,1,55.8
https-api-github-com-repos-BitSlapper-SKMiner-git-blobs-61e518c11cf73ced2e616cdb04b9c02275f68237.cl,C,674,3,69,0,52,0,0.754,9.77
https-api-github-com-repos-BitSlapper-SKMiner-git-blobs-61e518c11cf73ced2e616cdb04b9c02275f68237.cl,D,502,7,2,0,2,0,1,251
https-api-github-com-repos-Branor-gpgpu-dotnet-git-blobs-346774ee6eb8cb5c5e99990f1c439015784a626c.cl,A,1,0,3,0,3,0,1,0.333
https-api-github-com-repos-Branor-gpgpu-dotnet-git-blobs-79be140193f3c1e9b20d2415fab9c3e513141fe0.cl,A,310,6,9,0,6,0,0.667,34.4
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-107b4c7fa0387e97f8aa42a156a895d3653e7c8f.cl,A,9,2,3,0,2,0,0.667,3
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-107b4c7fa0387e97f8aa42a156a895d3653e7c8f.cl,B,17,6,6,0,2,0,0.333,2.83
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-11b156cc854e57b01697b533a43fa862c353bd3b.cl,A,18,4,5,3,0,0,0,3.6
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-11b156cc854e57b01697b533a43fa862c353bd3b.cl,B,2,1,2,0,1,0,0.5,1
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-5f1b50fa08f941bdc1f698732011580864f094b7.cl,A,24,2,1,0,1,0,1,24
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-78c208dafef197a52e752c2e65e981169a63bda2.cl,A,1,0,3,0,3,0,1,0.333
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-79956b787b5908ecfd9dbd3333d05e9e6d322255.cl,A,24,2,1,0,0,0,0,24
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-ae8e31b76ed99c97a040c6e3f200bd47aa1407b3.cl,C,68,3,43,32,8,0,0.186,1.58
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-ae8e31b76ed99c97a040c6e3f200bd47aa1407b3.cl,G,70,0,43,32,8,0,0.186,1.63
https-api-github-com-repos-Branor-gpgpu-java-git-blobs-ae8e31b76ed99c97a040c6e3f200bd47aa1407b3.cl,H,493,12,339,256,16,0,0.0472,1.45
https-api-github-com-repos-CL2QCD-cl2qcd-git-blobs-0e0b19168575a8b2a1f6e027f9a0f556f2cc2453.cl,A,0,0,2,0,2,0,1,0
https-api-github-com-repos-CL2QCD-cl2qcd-git-blobs-bc26e8a072e4771de0f8d17cecd3e5e44807d385.cl,A,0,1,2,0,2,0,1,0
https-api-github-com-repos-CL2QCD-cl2qcd-git-blobs-d7b3d64017b65cfc40679c5cb18dfc9fa92e304a.cl,A,1,1,3,0,0,0,0,0.333
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-0ee454ecff6fdb9df1e8d542f06613e631b21dde.cl,E,11,1,11,6,0,0,0,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-0ee454ecff6fdb9df1e8d542f06613e631b21dde.cl,F,19,3,11,6,0,0,0,1.73
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-0ee454ecff6fdb9df1e8d542f06613e631b21dde.cl,G,0,1,5,2,0,0,0,0
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-170cc8e7a5dd0b1629837e2f4d18160a1d3a9ceb.cl,A,24,2,1,0,0,0,0,24
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-1ad9d6c7644d2fc6adf456ba2efb666a8c940a77.cl,A,13,2,9,0,0,0,0,1.44
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-1ad9d6c7644d2fc6adf456ba2efb666a8c940a77.cl,B,13,1,9,0,0,0,0,1.44
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-1dc49e516351cebdc15591c0290488af080d3728.cl,A,45,10,18,9,5,0,0.278,2.5
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-1ff739463926f1f05c7327c5c77b5d21e2893392.cl,A,1,2,3,0,3,0,1,0.333
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-23f62b5f0821e0f09bf87b029c17a1581df3ce7d.cl,A,2,1,2,1,1,0,0.5,1
https-api-github-com-repos-ChiahungTai-OpenCL-playgorund-git-blobs-23f62b5f0821e0f09bf87b029c17a1581df3ce7d.cl,B,17,4,7,3,3,0,0.429,2.43
